fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20231111 025720	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	421	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0277005725472754	0.420779729128909	960	109	12373	144391238.88056	54
20231111 031126	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	770	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0200207485518138	0.414631268438848	511	2883	12356	146521873.063468	55
20231111 032043	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	497	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0456309634284447	0.368540605474834	710	4534	14156	142818064.967516	56
20231111 032740	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	606	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0493774001083319	0.999586487193943	34	8121	12258	144018447.776112	57
20231111 034219	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	636	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0213325869369007	0.492997573805848	705	120	13233	148293677.661169	58
20231111 035810	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	499	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.020123640856927	0.936869273209486	875	449	12405	150120982.008996	59
20231111 042238	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2017	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0200433470381267	0.775432036784396	696	5538	11358	145655279.36032	60
20231111 043634	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1006	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0294859436913367	0.36837646423212	899	6439	12987	148233528.735632	61
20231111 044501	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	192	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0491010423691571	0.998554455826999	526	1621	14716	145565731.134433	62
20231111 050717	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1676	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0200751486162186	0.43982716110286	1017	4987	12256	149226510.744628	63
20231111 052017	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	519	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0200484853459356	0.391301242291204	745	1011	15562	148758493.753123	64
20231111 053722	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1325	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0306970822788413	0.328496466919388	1024	3534	12254	147175003.498251	65
20231111 054835	610	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	569	1	1	1	FALSE	1	0.1	50	0.5	TRUE	997751	0.0367532479339282	0.532605997730981	509	7804	14380	145598250.874563	66
